FID	IID	family
SH02959	SH02959	GS1-014
SH02960	SH02960	GS1-014
SH02961	SH02961	GS1-014
SH02962	SH02962	GS1-014
SH02963	SH02963	GS1-014
SH02964	SH02964	GS1-014
SH02965	SH02965	GS1-014
SH02966	SH02966	GS1-014
SH02968	SH02968	GS1-015
SH02972	SH02972	GS1-015
SH02974	SH02974	GS1-015
SH02975	SH02975	GS1-015
SH02976	SH02976	GS1-015
SH02978	SH02978	GS1-015
SH02979	SH02979	GS1-015
SH02980	SH02980	GS1-015
SH02981	SH02981	GS1-015
SH02982	SH02982	GS1-015
SH02985	SH02985	GS1-015
SH02986	SH02986	GS1-015
SH02987	SH02987	GS1-015
SH02989	SH02989	GS1-015
SH02990	SH02990	GS1-015
SH02991	SH02991	GS1-015
SH02992	SH02992	GS1-015
SH02993	SH02993	GS1-015
SH02994	SH02994	GS1-015
SH02995	SH02995	GS1-015
SH02996	SH02996	GS1-015
SH02998	SH02998	GS1-015
SH02999	SH02999	GS1-015
SH03000	SH03000	GS1-015
SH03001	SH03001	GS1-015
SH03002	SH03002	GS1-015
SH03003	SH03003	GS1-015
SH03004	SH03004	GS1-015
SH03005	SH03005	GS1-015
SH03006	SH03006	GS1-015
SH03008	SH03008	GS1-015
SH03009	SH03009	GS1-015
SH03010	SH03010	GS1-015
SH03012	SH03012	GS1-015
SH03013	SH03013	GS1-015
SH03014	SH03014	GS1-015
SH03017	SH03017	GS1-015
SH03018	SH03018	GS1-015
SH03019	SH03019	GS1-015
SH03020	SH03020	GS1-015
SH03021	SH03021	GS1-015
SH03022	SH03022	GS1-015
SH03023	SH03023	GS1-015
SH03025	SH03025	GS1-015
SH03026	SH03026	GS1-015
SH03027	SH03027	GS1-015
SH03028	SH03028	GS1-015
SH03029	SH03029	GS1-015
SH03030	SH03030	GS1-015
SH03031	SH03031	GS1-015
SH03032	SH03032	GS1-015
SH03033	SH03033	GS1-015
SH03034	SH03034	GS1-015
SH03035	SH03035	GS1-015
SH03036	SH03036	GS1-015
SH03037	SH03037	GS1-015
SH03038	SH03038	GS1-015
SH03040	SH03040	GS1-015
SH03041	SH03041	GS1-015
SH03043	SH03043	GS1-015
SH03044	SH03044	GS1-015
SH03046	SH03046	GS1-015
SH03047	SH03047	GS1-015
SH03048	SH03048	GS1-015
SH03049	SH03049	GS1-015
SH03050	SH03050	GS1-015
SH03051	SH03051	GS1-015
SH03052	SH03052	GS1-015
SH03053	SH03053	GS1-015
SH03055	SH03055	GS1-015
SH03056	SH03056	GS1-015
SH03057	SH03057	GS1-015
SH03059	SH03059	GS1-015
SH03060	SH03060	GS1-015
SH03062	SH03062	GS1-015
SH03063	SH03063	GS1-015
SH03065	SH03065	GS1-015
SH03067	SH03067	GS1-015
SH03068	SH03068	GS1-015
SH03069	SH03069	GS1-015
SH03070	SH03070	GS1-015
SH03071	SH03071	GS1-015
SH03072	SH03072	GS1-015
SH03073	SH03073	GS1-015
SH03074	SH03074	GS1-015
SH03075	SH03075	GS1-015
SH03076	SH03076	GS1-015
SH03077	SH03077	GS1-015
SH03078	SH03078	GS1-015
SH03079	SH03079	GS1-015
SH03080	SH03080	GS1-015
SH03083	SH03083	GS1-015
SH03084	SH03084	GS1-015
SH03085	SH03085	GS1-015
SH03086	SH03086	GS1-015
SH03087	SH03087	GS1-015
SH03088	SH03088	GS1-015
SH03090	SH03090	GS1-015
SH03091	SH03091	GS1-015
SH03092	SH03092	GS1-015
SH03094	SH03094	GS1-015
SH03095	SH03095	GS1-015
SH03096	SH03096	GS1-015
SH03097	SH03097	GS1-015
SH03098	SH03098	GS1-015
SH03099	SH03099	GS1-015
SH03100	SH03100	GS1-015
SH03101	SH03101	GS1-015
SH03102	SH03102	GS1-015
SH03104	SH03104	GS1-016
SH03108	SH03108	GS1-016
SH03110	SH03110	GS1-016
SH03112	SH03112	GS1-016
SH03113	SH03113	GS1-016
SH03114	SH03114	GS1-016
SH03115	SH03115	GS1-016
SH03116	SH03116	GS1-016
SH03117	SH03117	GS1-016
SH03118	SH03118	GS1-016
SH03119	SH03119	GS1-016
SH03120	SH03120	GS1-016
SH03121	SH03121	GS1-016
SH03122	SH03122	GS1-016
SH03123	SH03123	GS1-016
SH03124	SH03124	GS1-016
SH03125	SH03125	GS1-016
SH03126	SH03126	GS1-016
SH03127	SH03127	GS1-016
SH03129	SH03129	GS1-016
SH03130	SH03130	GS1-016
SH03131	SH03131	GS1-016
SH03132	SH03132	GS1-016
SH03133	SH03133	GS1-016
SH03134	SH03134	GS1-016
SH03135	SH03135	GS1-016
SH03137	SH03137	GS1-016
SH03138	SH03138	GS1-016
SH03140	SH03140	GS1-016
SH03141	SH03141	GS1-016
SH03142	SH03142	GS1-016
SH03143	SH03143	GS1-016
SH03144	SH03144	GS1-016
SH03146	SH03146	GS1-016
SH03147	SH03147	GS1-016
SH03148	SH03148	GS1-016
SH03151	SH03151	GS1-016
SH03152	SH03152	GS1-016
SH03153	SH03153	GS1-016
SH03154	SH03154	GS1-016
SH03155	SH03155	GS1-016
SH03156	SH03156	GS1-016
SH03157	SH03157	GS1-016
SH03158	SH03158	GS1-016
SH03160	SH03160	GS1-016
SH03161	SH03161	GS1-016
SH03162	SH03162	GS1-016
SH03163	SH03163	GS1-016
SH03164	SH03164	GS1-016
SH03165	SH03165	GS1-016
SH03167	SH03167	GS1-016
SH03168	SH03168	GS1-016
SH03169	SH03169	GS1-016
SH03170	SH03170	GS1-016
SH03171	SH03171	GS1-016
SH03172	SH03172	GS1-016
SH03175	SH03175	GS1-016
SH03176	SH03176	GS1-016
SH03177	SH03177	GS1-016
SH03179	SH03179	GS1-016
SH03180	SH03180	GS1-016
SH03236	SH03236	GS1-016
SH03445	SH03445	GS1-019
SH03468	SH03468	GS1-019
SH03470	SH03470	GS1-019
SH03588	SH03588	GS1-020
SH03870	SH03870	GS1-015
SH03872	SH03872	GS1-022
SH03875	SH03875	GS1-022
SH03994	SH03994	GS1-023
SH04294	SH04294	GS1-025
SH04408	SH04408	GS1-026
SH04415	SH04415	GS1-026
SH04421	SH04421	GS1-026
SH04513	SH04513	GS1-027
SH04514	SH04514	GS1-027
SH04881	SH04881	GS1-031
SH05027	SH05027	GS1-032
SH05403	SH05403	GS1-035
SH05428	SH05428	GS1-035
SH05646	SH05646	GS1-036
SH05688	SH05688	GS1-037
SH05689	SH05689	GS1-037
SH05919	SH05919	GS1-039
SH05939	SH05939	GS1-039
SH06137	SH06137	GS1-040
SH06198	SH06198	GS1-043
SH06325	SH06325	GS1-042
SH06452	SH06452	GS1-043
SH06556	SH06556	GS1-044
SH06557	SH06557	GS1-044
SH06560	SH06560	GS1-044
SH06563	SH06563	GS1-044
SH06565	SH06565	GS1-044
SH06608	SH06608	GS1-045
SH06623	SH06623	GS1-045
SH06634	SH06634	GS1-045
SH06733	SH06733	GS1-045
SH06771	SH06771	GS1-046
SH06856	SH06856	GS1-046
SH06882	SH06882	GS1-048
SH06885	SH06885	GS1-048
SH07034	SH07034	GS1-049
SH07036	SH07036	GS1-049
SH07041	SH07041	GS1-049
SH07142	SH07142	GS1-050
SH07167	SH07167	GS1-050
SH07277	SH07277	GS1-051
SH07397	SH07397	GS1-052
SH07631	SH07631	GS1-054
SH07652	SH07652	GS1-054
SH07659	SH07659	GS1-054
SH07784	SH07784	GS1-055
SH07887	SH07887	GS1-056
SH07895	SH07895	GS1-056
SH07906	SH07906	GS1-056
SH07907	SH07907	GS1-056
SH08260	SH08260	GS1-059
SH08271	SH08271	GS1-059
SH08272	SH08272	GS1-059
SH08274	SH08274	GS1-059
SH08277	SH08277	GS1-059
SH08279	SH08279	GS1-059
SH08371	SH08371	GS1-059
SH08391	SH08391	GS1-059
SH08420	SH08420	GS1-060
SH08559	SH08559	GS1-061
SH08672	SH08672	GS1-007
SH00243	SH00243	GS1-030
SH00052	SH00052	GS1-018
SH00250	SH00250	GS1-030
SH03469	SH03469	GS1-019
SH00246	SH00246	GS1-030
SH03337	SH03337	GS1-017
SH00054	SH00054	GS1-018
SH00181	SH00181	GS1-030
SH00247	SH00247	GS2-026
SH03446	SH03446	GS1-019
SH03514	SH03514	GS1-019
SH06765	SH06765	GS1-046
SH00059	SH00059	GS1-018
SH03455	SH03455	GS1-019
SH00190	SH00190	GS1-030
SH00252	SH00252	GS1-030
SH01712	SH01712	GS1-005
SH00128	SH00128	GS1-018
SH03405	SH03405	GS1-017
SH01310	SH01310	GS1-002
SH03476	SH03476	GS1-019
SH03447	SH03447	GS1-019
SH03317	SH03317	GS1-017
SH03302	SH03302	GS1-017
SH03401	SH03401	GS1-017
SH03433	SH03433	GS1-017
SH03378	SH03378	GS1-017
SH01150	SH01150	GS1-001
SH03449	SH03449	GS1-019
SH00366	SH00366	GS1-030
SH03562	SH03562	GS1-018
SH03407	SH03407	GS1-017
SH03287	SH03287	GS1-017
SH03440	SH03440	GS1-019
SH03350	SH03350	GS1-017
SH03485	SH03485	GS1-019
SH03420	SH03420	GS1-017
SH03478	SH03478	GS1-019
SH03352	SH03352	GS1-017
SH01156	SH01156	GS1-001
SH03289	SH03289	GS1-017
SH03467	SH03467	GS1-018
SH03342	SH03342	GS1-017
SH01968	SH01968	GS1-007
SH03353	SH03353	GS1-017
SH01419	SH01419	GS1-003
SH03403	SH03403	GS1-017
SH00249	SH00249	GS1-030
SH03377	SH03377	GS1-017
SH03435	SH03435	GS1-017
SH01147	SH01147	GS1-001
SH03355	SH03355	GS1-017
SH03408	SH03408	GS1-017
SH03559	SH03559	GS1-019
SH03544	SH03544	GS1-019
SH03406	SH03406	GS1-017
SH03456	SH03456	GS1-019
SH03397	SH03397	GS1-017
SH03400	SH03400	GS1-017
SH03345	SH03345	GS1-017
SH03457	SH03457	GS1-019
SH03411	SH03411	GS1-017
SH03358	SH03358	GS1-017
SH03417	SH03417	GS1-017
SH03499	SH03499	GS1-019
SH03304	SH03304	GS1-017
SH03321	SH03321	GS1-017
SH03375	SH03375	GS1-017
SH00244	SH00244	GS1-030
SH03507	SH03507	GS1-019
SH03474	SH03474	GS1-019
SH07023	SH07023	GS1-049
SH03283	SH03283	GS1-017
SH03461	SH03461	GS1-019
SH03371	SH03371	GS1-017
SH03429	SH03429	GS1-017
SH03412	SH03412	GS1-017
SH03450	SH03450	GS1-019
SH03475	SH03475	GS1-019
SH03354	SH03354	GS1-017
SH03490	SH03490	GS1-019
SH03374	SH03374	GS1-017
SH03311	SH03311	GS1-017
SH03359	SH03359	GS1-017
SH03528	SH03528	GS1-019
SH03319	SH03319	GS1-017
SH03547	SH03547	GS1-019
SH03448	SH03448	GS1-019
SH03404	SH03404	GS1-017
SH03314	SH03314	GS1-017
SH03460	SH03460	GS1-019
SH03336	SH03336	GS1-017
SH03413	SH03413	GS1-017
SH02004	SH02004	GS1-007
SH03443	SH03443	GS1-019
SH01051	SH01051	GS1-001
SH00220	SH00220	GS1-030
SH03539	SH03539	GS1-019
SH03391	SH03391	GS1-017
SH03362	SH03362	GS1-017
SH00396	SH00396	GS2-021
SH03361	SH03361	GS1-017
SH03339	SH03339	GS1-017
SH03366	SH03366	GS1-017
SH03322	SH03322	GS1-017
SH03392	SH03392	GS1-017
SH01066	SH01066	GS1-001
SH03527	SH03527	GS1-019
SH03520	SH03520	GS1-019
SH03410	SH03410	GS1-017
SH03293	SH03293	GS1-017
SH03399	SH03399	GS1-017
SH03495	SH03495	GS1-019
SH03563	SH03563	GS1-018
SH03379	SH03379	GS1-017
SH03432	SH03432	GS1-017
SH00600	SH00600	GS2-026
SH03320	SH03320	GS1-017
SH00656	SH00656	GS2-026
SH03348	SH03348	GS1-017
SH03318	SH03318	GS1-017
SH03284	SH03284	GS1-017
SH00066	SH00066	GS1-018
SH03459	SH03459	GS1-019
SH03419	SH03419	GS1-017
SH03389	SH03389	GS1-017
SH03328	SH03328	GS1-017
SH03230	SH03230	GS1-016
SH03463	SH03463	GS1-019
SH03394	SH03394	GS1-017
SH03373	SH03373	GS1-017
SH03551	SH03551	GS1-019
SH01055	SH01055	GS1-001
SH03521	SH03521	GS1-019
SH03473	SH03473	GS1-019
SH03560	SH03560	GS1-018
SH03386	SH03386	GS1-017
SH03390	SH03390	GS1-017
SH03402	SH03402	GS1-017
SH01161	SH01161	GS1-001
SH03466	SH03466	GS1-019
SH03323	SH03323	GS1-017
SH03393	SH03393	GS1-017
SH00228	SH00228	GS1-030
SH03518	SH03518	GS1-019
SH03538	SH03538	GS1-018
SH03369	SH03369	GS1-017
SH03383	SH03383	GS1-017
SH03329	SH03329	GS1-017
SH00251	SH00251	GS1-030
SH03326	SH03326	GS1-017
SH03545	SH03545	GS1-019
SH03364	SH03364	GS1-017
SH03531	SH03531	GS1-019
SH03372	SH03372	GS1-017
SH03501	SH03501	GS1-018
SH00610	SH00610	GS2-026
SH03387	SH03387	GS1-017
SH03334	SH03334	GS1-017
SH03370	SH03370	GS1-017
SH03332	SH03332	GS1-017
SH03550	SH03550	GS1-019
SH03424	SH03424	GS1-017
SH03325	SH03325	GS1-017
SH03561	SH03561	GS1-019
SH03309	SH03309	GS1-017
SH00156	SH00156	GS1-018
SH03451	SH03451	GS1-019
SH03295	SH03295	GS1-017
SH03341	SH03341	GS1-017
SH03327	SH03327	GS1-017
SH03546	SH03546	GS1-019
SH03360	SH03360	GS1-017
SH03472	SH03472	GS1-018
SH03290	SH03290	GS1-017
SH03308	SH03308	GS1-017
SH03488	SH03488	GS1-019
SH03503	SH03503	GS1-018
SH03498	SH03498	GS1-019
SH03430	SH03430	GS1-017
SH03253	SH03253	GS1-017
SH02798	SH02798	GS1-013
SH03541	SH03541	GS1-019
SH03423	SH03423	GS1-017
SH03416	SH03416	GS1-017
SH03225	SH03225	GS1-016
SH03534	SH03534	GS1-018
SH03395	SH03395	GS1-017
SH03480	SH03480	GS1-019
SH03515	SH03515	GS1-019
SH03316	SH03316	GS1-017
SH03489	SH03489	GS1-019
SH03556	SH03556	GS1-019
SH03313	SH03313	GS1-017
SH03537	SH03537	GS1-019
SH03367	SH03367	GS1-017
SH03482	SH03482	GS1-019
SH03388	SH03388	GS1-017
SH03356	SH03356	GS1-017
SH03298	SH03298	GS1-017
SH03357	SH03357	GS1-017
SH03415	SH03415	GS1-017
SH03204	SH03204	GS1-016
SH03368	SH03368	GS1-017
SH03202	SH03202	GS1-016
SH03381	SH03381	GS1-017
SH01424	SH01424	GS1-003
SH00205	SH00205	GS1-030
SH03200	SH03200	GS1-016
SH03422	SH03422	GS1-017
SH03523	SH03523	GS1-018
SH03385	SH03385	GS1-017
SH03199	SH03199	GS1-016
SH03500	SH03500	GS1-019
SH03536	SH03536	GS1-019
SH03082	SH03082	GS1-015
SH03310	SH03310	GS1-017
SH03330	SH03330	GS1-017
SH03340	SH03340	GS1-017
SH03344	SH03344	GS1-017
SH03280	SH03280	GS1-017
SH03093	SH03093	GS1-015
SH03201	SH03201	GS1-016
SH03343	SH03343	GS1-017
SH03548	SH03548	GS1-019
SH01659	SH01659	GS1-005
SH03568	SH03568	GS1-019
SH03512	SH03512	GS1-019
SH03453	SH03453	GS1-019
SH03477	SH03477	GS1-019
SH03497	SH03497	GS1-019
SH06432	SH06432	GS1-043
SH03471	SH03471	GS1-019
SH01397	SH01397	GS1-003
SH03511	SH03511	GS1-018
SH03414	SH03414	GS1-017
SH03553	SH03553	GS1-019
SH03301	SH03301	GS1-017
SH03239	SH03239	GS1-016
SH03533	SH03533	GS1-019
SH03421	SH03421	GS1-017
SH03524	SH03524	GS1-019
SH03333	SH03333	GS1-017
SH03427	SH03427	GS1-017
SH03315	SH03315	GS1-017
SH03530	SH03530	GS1-019
SH03365	SH03365	GS1-017
SH03347	SH03347	GS1-017
SH03492	SH03492	GS1-019
SH03222	SH03222	GS1-016
SH03431	SH03431	GS1-017
SH00116	SH00116	GS1-018
SH03294	SH03294	GS1-017
SH03516	SH03516	GS1-019
SH03194	SH03194	GS1-016
SH03324	SH03324	GS1-017
SH00646	SH00646	GS2-026
SH03307	SH03307	GS1-017
SH03428	SH03428	GS1-017
SH03351	SH03351	GS1-017
SH03543	SH03543	GS1-018
SH03376	SH03376	GS1-017
SH03300	SH03300	GS1-017
SH03277	SH03277	GS1-017
SH03529	SH03529	GS1-019
SH03346	SH03346	GS1-017
SH02861	SH02861	GS1-014
SH03306	SH03306	GS1-017
SH03241	SH03241	GS1-017
SH03458	SH03458	GS1-019
SH03425	SH03425	GS1-017
SH01950	SH01950	GS1-007
SH03384	SH03384	GS1-017
SH03245	SH03245	GS1-017
SH02538	SH02538	GS1-011
SH03487	SH03487	GS1-019
SH01531	SH01531	GS1-004
SH03502	SH03502	GS1-018
SH03564	SH03564	GS1-018
SH03229	SH03229	GS1-016
SH03555	SH03555	GS1-019
SH02864	SH02864	GS1-014
SH03227	SH03227	GS1-016
SH01220	SH01220	GS1-002
SH03266	SH03266	GS1-017
SH03462	SH03462	GS1-019
SH03565	SH03565	GS1-019
SH03196	SH03196	GS1-016
SH03418	SH03418	GS1-017
SH03493	SH03493	GS1-019
SH03186	SH03186	GS1-016
SH02624	SH02624	GS1-012
SH03305	SH03305	GS1-017
SH03272	SH03272	GS1-017
SH00018	SH00018	GS1-018
SH03517	SH03517	GS1-019
SH01824	SH01824	GS1-006
SH03258	SH03258	GS1-017
SH03251	SH03251	GS1-017
SH03279	SH03279	GS1-017
SH03281	SH03281	GS1-017
SH03246	SH03246	GS1-017
SH03481	SH03481	GS1-019
SH01822	SH01822	GS1-006
SH03205	SH03205	GS1-016
SH03303	SH03303	GS1-017
SH03058	SH03058	GS1-015
SH02817	SH02817	GS1-013
SH00074	SH00074	GS1-018
SH01599	SH01599	GS1-004
SH03338	SH03338	GS1-017
SH03496	SH03496	GS1-019
SH03181	SH03181	GS1-016
SH03525	SH03525	GS1-019
SH03297	SH03297	GS1-017
SH03464	SH03464	GS1-019
SH03292	SH03292	GS1-017
SH02622	SH02622	GS1-012
SH03192	SH03192	GS1-016
SH03216	SH03216	GS1-016
SH00090	SH00090	GS1-018
SH01144	SH01144	GS1-001
SH03252	SH03252	GS1-017
SH03207	SH03207	GS1-016
SH03260	SH03260	GS1-017
SH03249	SH03249	GS1-017
SH03197	SH03197	GS1-016
SH03185	SH03185	GS1-016
SH03569	SH03569	GS1-019
SH03215	SH03215	GS1-016
SH03566	SH03566	GS1-019
SH00611	SH00611	GS2-026
SH03265	SH03265	GS1-017
SH03278	SH03278	GS1-017
SH03542	SH03542	GS1-019
SH03193	SH03193	GS1-016
SH02562	SH02562	GS1-011
SH03226	SH03226	GS1-016
SH02776	SH02776	GS1-013
SH03212	SH03212	GS1-016
SH03567	SH03567	GS1-019
SH03209	SH03209	GS1-016
SH03247	SH03247	GS1-017
SH03275	SH03275	GS1-017
SH03491	SH03491	GS1-019
SH00030	SH00030	GS1-018
SH01486	SH01486	GS1-003
SH02495	SH02495	GS1-011
SH01823	SH01823	GS1-006
SH00025	SH00025	GS1-018
SH03263	SH03263	GS1-017
SH03291	SH03291	GS1-017
SH03234	SH03234	GS1-016
SH03128	SH03128	GS1-016
SH03257	SH03257	GS1-017
SH03248	SH03248	GS1-017
SH01930	SH01930	GS1-007
SH03183	SH03183	GS1-016
SH03187	SH03187	GS1-016
SH03184	SH03184	GS1-016
SH03254	SH03254	GS1-017
SH03188	SH03188	GS1-016
SH02697	SH02697	GS1-012
SH03273	SH03273	GS1-017
SH03268	SH03268	GS1-017
SH03262	SH03262	GS1-017
SH02539	SH02539	GS1-011
SH03264	SH03264	GS1-017
SH03558	SH03558	GS1-019
SH02887	SH02887	GS1-014
SH03195	SH03195	GS1-016
SH03182	SH03182	GS1-016
SH03206	SH03206	GS1-016
SH03396	SH03396	GS1-017
SH02935	SH02935	GS1-014
SH03269	SH03269	GS1-017
SH03274	SH03274	GS1-017
SH03211	SH03211	GS1-016
SH03256	SH03256	GS1-017
SH03270	SH03270	GS1-017
SH00178	SH00178	GS1-030
SH03299	SH03299	GS1-017
SH01674	SH01674	GS1-005
SH10132	SH10132	GS1-072
SH10133	SH10133	GS1-072
SH10134	SH10134	GS1-072
SH10135	SH10135	GS1-072
SH10136	SH10136	GS1-072
SH10137	SH10137	GS1-072
SH10138	SH10138	GS1-072
SH10139	SH10139	GS1-072
SH10140	SH10140	GS1-072
SH10143	SH10143	GS1-072
SH10145	SH10145	GS1-073
SH10147	SH10147	GS2-024
SH10148	SH10148	GS1-073
SH10149	SH10149	GS1-073
SH10150	SH10150	GS1-073
SH10152	SH10152	GS1-073
SH10153	SH10153	GS1-073
SH10154	SH10154	GS1-073
SH10155	SH10155	GS1-073
SH10156	SH10156	GS1-073
SH10157	SH10157	GS1-073
SH10158	SH10158	GS1-073
SH10159	SH10159	GS1-073
SH10160	SH10160	GS1-073
SH10161	SH10161	GS1-073
SH10162	SH10162	GS1-073
SH10240	SH10240	GS1-073
SH10241	SH10241	GS1-073
SH10242	SH10242	GS1-073
SH10244	SH10244	GS1-073
SH10245	SH10245	GS1-073
SH10246	SH10246	GS1-073
SH10247	SH10247	GS1-073
SH10248	SH10248	GS1-073
SH10249	SH10249	GS1-073
SH10251	SH10251	GS1-074
SH10253	SH10253	GS2-012
SH10254	SH10254	GS1-074
SH10255	SH10255	GS1-074
SH10256	SH10256	GS1-074
SH10258	SH10258	GS1-074
SH10259	SH10259	GS1-074
SH10260	SH10260	GS1-074
SH10261	SH10261	GS1-074
SH10262	SH10262	GS1-074
SH10263	SH10263	GS1-074
SH10264	SH10264	GS2-014
SH10265	SH10265	GS1-074
SH10266	SH10266	GS1-074
SH10267	SH10267	GS1-074
SH10281	SH10281	GS1-074
SH10375	SH10375	GS1-074
SH10376	SH10376	GS1-074
SH10377	SH10377	GS1-074
SH10378	SH10378	GS1-074
SH10379	SH10379	GS1-074
SH10380	SH10380	GS1-074
SH10382	SH10382	GS1-074
SH10383	SH10383	GS1-074
SH10384	SH10384	GS1-074
SH10385	SH10385	GS1-074
SH10387	SH10387	GS1-074
SH10389	SH10389	GS1-074
SH10391	SH10391	GS1-074
SH10392	SH10392	GS1-074
SH10393	SH10393	GS1-075
SH10396	SH10396	GS1-075
SH10397	SH10397	GS1-075
SH10398	SH10398	GS1-075
SH10399	SH10399	GS1-065
SH10425	SH10425	GS1-075
SH10484	SH10484	GS1-076
SH11354	SH11354	GS1-084
SH11355	SH11355	GS1-084
SH11746	SH11746	GS2-001
SH11747	SH11747	GS2-001
SH11748	SH11748	GS2-001
SH11749	SH11749	GS2-001
SH11751	SH11751	GS2-001
SH11752	SH11752	GS2-001
SH11753	SH11753	GS2-001
SH11754	SH11754	GS2-001
SH11755	SH11755	GS2-001
SH11756	SH11756	GS2-001
SH11757	SH11757	GS2-014
SH11758	SH11758	GS2-001
SH11759	SH11759	GS2-001
SH11760	SH11760	GS2-001
SH11761	SH11761	GS2-001
SH11762	SH11762	GS2-001
SH11763	SH11763	GS2-001
SH11765	SH11765	GS2-001
SH11766	SH11766	GS2-001
SH11767	SH11767	GS2-001
SH11768	SH11768	GS2-001
SH11769	SH11769	GS2-001
SH11770	SH11770	GS2-001
SH11771	SH11771	GS2-001
SH11772	SH11772	GS2-001
SH11773	SH11773	GS2-001
SH11774	SH11774	GS2-001
SH11775	SH11775	GS2-001
SH11776	SH11776	GS2-001
SH11777	SH11777	GS2-001
SH11778	SH11778	GS2-001
SH11779	SH11779	GS2-001
SH11780	SH11780	GS2-001
SH11781	SH11781	GS2-001
SH11782	SH11782	GS2-001
SH11783	SH11783	GS2-001
SH11784	SH11784	GS2-001
SH11785	SH11785	GS2-001
SH11787	SH11787	GS2-001
SH11788	SH11788	GS2-001
SH11791	SH11791	GS2-015-3
SH11795	SH11795	GS2-001
SH11796	SH11796	GS2-001
SH11799	SH11799	GS2-001
SH11801	SH11801	GS2-001
SH11802	SH11802	GS2-001
SH11803	SH11803	GS2-001
SH11804	SH11804	GS2-001
SH11805	SH11805	GS2-001
SH11807	SH11807	GS2-001
SH11808	SH11808	GS2-001
SH11809	SH11809	GS2-001
SH11810	SH11810	GS2-001
SH11811	SH11811	GS2-001
SH11812	SH11812	GS2-001
SH11813	SH11813	GS2-001
SH11814	SH11814	GS2-001
SH11816	SH11816	GS2-001
SH11817	SH11817	GS2-001
SH11818	SH11818	GS2-001
SH11819	SH11819	GS2-001
SH11820	SH11820	GS2-001
SH11821	SH11821	GS2-001
SH11822	SH11822	GS2-001
SH11823	SH11823	GS2-001
SH11824	SH11824	GS2-001
SH11825	SH11825	GS2-001
SH11827	SH11827	GS2-001
SH11828	SH11828	GS2-001
SH11830	SH11830	GS2-001
SH11831	SH11831	GS2-001
SH11832	SH11832	GS2-001
SH11833	SH11833	GS2-001
SH11834	SH11834	GS2-001
SH11835	SH11835	GS2-001
SH11837	SH11837	GS2-001
SH11838	SH11838	GS2-001
SH11839	SH11839	GS2-001
SH11840	SH11840	GS2-001
SH11842	SH11842	GS2-001
SH11843	SH11843	GS2-001
SH11844	SH11844	GS2-001
SH11845	SH11845	GS2-001
SH11847	SH11847	GS2-001
SH11848	SH11848	GS2-001
SH11850	SH11850	GS2-001
SH11851	SH11851	GS2-001
SH11852	SH11852	GS2-001
SH11853	SH11853	GS2-001
SH11854	SH11854	GS2-001
SH11855	SH11855	GS2-001
SH11856	SH11856	GS2-001
SH11858	SH11858	GS2-001
SH11859	SH11859	GS2-001
SH11860	SH11860	GS2-001
SH11861	SH11861	GS2-001
SH11862	SH11862	GS2-001
SH11863	SH11863	GS2-001
SH11864	SH11864	GS2-001
SH11865	SH11865	GS2-001
SH11866	SH11866	GS2-001
SH11867	SH11867	GS2-001
SH11868	SH11868	GS2-001
SH11869	SH11869	GS2-001
SH11870	SH11870	GS2-001
SH11871	SH11871	GS2-001
SH11872	SH11872	GS2-001
SH11873	SH11873	GS2-001
SH11875	SH11875	GS2-001
SH11876	SH11876	GS2-001
SH11878	SH11878	GS2-001
SH11879	SH11879	GS2-001
SH11880	SH11880	GS2-001
SH11881	SH11881	GS2-001
SH11882	SH11882	GS2-001
SH11883	SH11883	GS2-001
SH11884	SH11884	GS2-001
SH11885	SH11885	GS2-001
SH11886	SH11886	GS2-001
SH11887	SH11887	GS2-001
SH11888	SH11888	GS2-001
SH11890	SH11890	GS2-001
SH11891	SH11891	GS2-001
SH11892	SH11892	GS2-001
SH11893	SH11893	GS2-001
SH11894	SH11894	GS2-001
SH11895	SH11895	GS2-001
SH11896	SH11896	GS2-001
SH11897	SH11897	GS2-001
SH11898	SH11898	GS2-001
SH11899	SH11899	GS2-001
SH11901	SH11901	GS2-001
SH11902	SH11902	GS2-001
SH11903	SH11903	GS2-001
SH11905	SH11905	GS2-001
SH11906	SH11906	GS2-001
SH11907	SH11907	GS2-001
SH11908	SH11908	GS2-001
SH11909	SH11909	GS2-001
SH11911	SH11911	GS2-001
SH11912	SH11912	GS2-001
SH11913	SH11913	GS2-001
SH11914	SH11914	GS2-001
SH11915	SH11915	GS2-001
SH11916	SH11916	GS2-001
SH11917	SH11917	GS2-001
SH11918	SH11918	GS2-001
SH11919	SH11919	GS2-001
SH11920	SH11920	GS2-001
SH11921	SH11921	GS2-001
SH11922	SH11922	GS2-001
SH11924	SH11924	GS2-001
SH11925	SH11925	GS2-001
SH11926	SH11926	GS2-001
SH11928	SH11928	GS2-001
SH11929	SH11929	GS2-001
SH11930	SH11930	GS2-001
SH11933	SH11933	GS2-001
SH11934	SH11934	GS2-001
SH11936	SH11936	GS2-001
SH11942	SH11942	GS2-002
SH11943	SH11943	GS2-002
SH11944	SH11944	GS2-002
SH11946	SH11946	GS2-002
SH11947	SH11947	GS2-002
SH11948	SH11948	GS2-002
SH11949	SH11949	GS2-002
SH11950	SH11950	GS2-002
SH11951	SH11951	GS2-002
SH11953	SH11953	GS2-002
SH11954	SH11954	GS2-002
SH11955	SH11955	GS2-002
