FID	IID	family
SH14621	SH14621	GS2-016-3
SH14622	SH14622	GS2-016-3
SH14623	SH14623	GS2-016-3
SH14625	SH14625	GS2-016-3
SH14626	SH14626	GS2-016-3
SH14627	SH14627	GS2-016-3
SH14628	SH14628	GS2-016-3
SH14630	SH14630	GS2-016-3
SH14632	SH14632	GS2-016-3
SH14633	SH14633	GS2-016-3
SH14634	SH14634	GS2-016-3
SH14635	SH14635	GS2-016-3
SH14636	SH14636	GS2-016-3
SH14637	SH14637	GS2-016-3
SH14638	SH14638	GS2-016-3
SH14640	SH14640	GS2-016-3
SH14641	SH14641	GS2-016-3
SH14642	SH14642	GS2-016-3
SH14643	SH14643	GS2-016-3
SH14644	SH14644	GS2-016-3
SH14645	SH14645	GS2-016-3
SH14646	SH14646	GS2-016-3
SH14647	SH14647	GS2-016-3
SH14648	SH14648	GS2-016-3
SH14649	SH14649	GS2-016-3
SH14650	SH14650	GS2-017
SH14653	SH14653	GS2-017
SH14654	SH14654	GS2-017
SH14655	SH14655	GS2-017
SH14657	SH14657	GS2-007
SH14658	SH14658	GS2-017
SH14659	SH14659	GS2-017
SH14660	SH14660	GS2-017
SH14661	SH14661	GS2-017
SH14662	SH14662	GS2-014
SH14663	SH14663	GS2-017
SH14664	SH14664	GS2-017
SH14666	SH14666	GS2-017
SH14667	SH14667	GS2-017
SH14668	SH14668	GS2-017
SH14669	SH14669	GS2-017
SH14670	SH14670	GS2-017
SH14671	SH14671	GS1-070
SH14672	SH14672	GS2-017
SH14673	SH14673	GS2-017
SH14674	SH14674	GS2-017
SH14675	SH14675	GS2-017
SH14676	SH14676	GS2-017
SH14677	SH14677	GS2-017
SH14678	SH14678	GS2-017
SH14679	SH14679	GS2-017
SH14680	SH14680	GS2-017
SH14681	SH14681	GS2-017
SH14682	SH14682	GS2-017
SH14683	SH14683	GS2-017
SH14684	SH14684	GS2-017
SH14685	SH14685	GS2-017
SH14686	SH14686	GS2-017
SH14687	SH14687	GS2-017
SH14690	SH14690	GS2-017
SH14693	SH14693	GS2-017
SH14695	SH14695	GS2-017
SH14696	SH14696	GS2-017
SH14697	SH14697	GS2-017
SH14699	SH14699	GS2-017
SH14700	SH14700	GS2-017
SH14701	SH14701	GS2-017
SH14704	SH14704	GS2-017
SH14705	SH14705	GS2-017
SH14706	SH14706	GS2-017
SH14707	SH14707	GS2-017
SH14708	SH14708	GS2-017
SH14709	SH14709	GS2-017
SH14710	SH14710	GS2-017
SH14711	SH14711	GS2-017
SH14712	SH14712	GS2-017
SH14713	SH14713	GS2-017
SH14714	SH14714	GS2-017
SH14717	SH14717	GS2-017
SH14718	SH14718	GS2-017
SH14720	SH14720	GS2-017
SH14721	SH14721	GS2-017
SH14722	SH14722	GS2-017
SH14723	SH14723	GS2-017
SH14724	SH14724	GS2-017
SH14725	SH14725	GS2-017
SH14726	SH14726	GS2-017
SH14728	SH14728	GS2-027
SH14729	SH14729	GS2-017
SH14731	SH14731	GS2-017
SH14732	SH14732	GS2-017
SH14733	SH14733	GS2-017
SH14734	SH14734	GS2-017
SH14735	SH14735	GS2-017
SH14737	SH14737	GS2-017
SH14738	SH14738	GS2-017
SH14743	SH14743	GS2-017
SH14744	SH14744	GS2-017
SH14745	SH14745	GS2-017
SH14746	SH14746	GS2-003
SH14747	SH14747	GS2-017
SH14749	SH14749	GS2-017
SH14750	SH14750	GS2-017
SH14751	SH14751	GS2-017
SH14752	SH14752	GS2-017
SH14753	SH14753	GS2-017
SH14754	SH14754	GS2-017
SH14756	SH14756	GS2-017
SH14757	SH14757	GS2-017
SH14758	SH14758	GS2-017
SH14759	SH14759	GS2-017
SH14761	SH14761	GS2-017
SH14762	SH14762	GS2-017
SH14765	SH14765	GS2-017
SH14766	SH14766	GS2-017
SH14767	SH14767	GS2-017
SH14768	SH14768	GS2-017
SH14769	SH14769	GS2-017
SH14770	SH14770	GS2-017
SH14771	SH14771	GS2-017
SH14772	SH14772	GS2-017
SH14773	SH14773	GS2-017
SH14774	SH14774	GS2-017
SH14775	SH14775	GS2-017
SH14776	SH14776	GS2-017
SH14777	SH14777	GS2-017
SH14778	SH14778	GS1-070
SH14779	SH14779	GS2-017
SH14780	SH14780	GS2-017
SH14781	SH14781	GS2-017
SH14782	SH14782	GS2-017
SH14783	SH14783	GS2-017
SH14784	SH14784	GS2-017
SH14785	SH14785	GS2-017
SH14790	SH14790	GS2-017
SH14791	SH14791	GS2-017
SH14792	SH14792	GS2-017
SH14793	SH14793	GS2-017
SH14794	SH14794	GS2-017
SH14795	SH14795	GS2-017
SH14796	SH14796	GS2-017
SH14797	SH14797	GS2-017
SH14798	SH14798	GS2-017
SH14799	SH14799	GS2-017
SH14800	SH14800	GS2-017
SH14803	SH14803	GS2-017
SH14804	SH14804	GS2-017
SH14805	SH14805	GS2-017
SH14806	SH14806	GS2-017
SH14807	SH14807	GS2-017
SH14808	SH14808	GS2-017
SH14809	SH14809	GS2-017
SH14811	SH14811	GS2-017
SH14812	SH14812	GS2-017
SH14813	SH14813	GS2-017
SH14814	SH14814	GS2-017
SH14815	SH14815	GS2-017
SH14817	SH14817	GS2-017
SH14818	SH14818	GS2-017
SH14819	SH14819	GS2-017
SH14821	SH14821	GS2-017
SH14823	SH14823	GS2-017
SH14824	SH14824	GS2-017
SH14826	SH14826	GS2-017
SH14828	SH14828	GS2-017
SH14830	SH14830	GS2-017
SH14831	SH14831	GS2-017
SH14832	SH14832	GS2-017
SH14833	SH14833	GS1-024
SH14834	SH14834	GS2-017
SH14837	SH14837	GS2-018-2
SH14842	SH14842	GS2-018-2
SH14843	SH14843	GS2-018-2
SH14844	SH14844	GS2-018-2
SH14847	SH14847	GS2-018-2
SH14848	SH14848	GS2-018-2
SH15246	SH15246	GS2-020
SH15378	SH15378	GS2-020
SH15425	SH15425	GS2-020
SH15457	SH15457	GS2-022
SH15473	SH15473	GS2-022
SH15475	SH15475	GS2-022
SH15591	SH15591	GS2-022
SH15599	SH15599	GS2-022
SH15619	SH15619	GS2-022
SH15620	SH15620	GS2-022
SH15623	SH15623	GS2-022
SH15639	SH15639	GS2-022
SH15658	SH15658	GS2-024
SH15660	SH15660	GS2-024
SH15667	SH15667	GS2-024
SH15673	SH15673	GS2-024
SH15674	SH15674	GS2-024
SH15773	SH15773	GS2-024
SH15785	SH15785	GS2-024
SH15797	SH15797	GS2-024
SH15816	SH15816	GS2-024
SH15861	SH15861	GS2-025
SH16005	SH16005	GS2-025
SH16022	SH16022	GS2-027
SH16157	SH16157	GS2-027
SH16166	SH16166	GS2-027
SH16170	SH16170	GS2-027
SH16177	SH16177	GS2-027
SH16185	SH16185	GS2-027
SH16199	SH16199	GS2-027
SH16215	SH16215	GS2-028
SH16218	SH16218	GS2-028
SH16327	SH16327	GS2-028
SH16370	SH16370	GS2-029
SH16383	SH16383	GS2-029
SH16389	SH16389	GS2-029
SH16464	SH16464	GS2-029
SH16510	SH16510	GS2-029
SH16512	SH16512	GS2-029
SH16528	SH16528	GS2-029
SH16724	SH16724	GS2-030
SH16736	SH16736	GS2-031
SH16738	SH16738	GS2-031
SH16922	SH16922	GS2-031
SH16924	SH16924	GS2-032
SH16926	SH16926	GS2-032
SH16928	SH16928	GS2-032
SH16929	SH16929	GS2-032
SH16930	SH16930	GS2-032
SH16932	SH16932	GS2-032
SH16933	SH16933	GS2-032
SH16934	SH16934	GS1-070
SH16935	SH16935	GS2-032
SH16936	SH16936	GS2-032
SH16937	SH16937	GS2-032
SH16938	SH16938	GS2-032
SH16939	SH16939	GS1-070
SH16940	SH16940	GS2-032
SH16944	SH16944	GS2-032
SH16945	SH16945	GS2-032
SH16946	SH16946	GS2-032
SH16948	SH16948	GS2-032
SH16949	SH16949	GS2-032
SH16950	SH16950	GS2-032
SH16951	SH16951	GS2-032
SH16952	SH16952	GS2-032
SH16954	SH16954	GS2-032
SH16956	SH16956	GS2-032
SH16957	SH16957	GS2-032
SH16958	SH16958	GS2-032
SH16959	SH16959	GS2-032
SH16961	SH16961	GS1-070
SH16962	SH16962	GS2-032
SH16963	SH16963	GS2-032
SH16964	SH16964	GS2-032
SH16965	SH16965	GS2-032
SH16968	SH16968	GS2-032
SH16969	SH16969	GS2-032
SH16970	SH16970	GS2-032
SH16973	SH16973	GS2-032
SH16974	SH16974	GS1-070
SH16975	SH16975	GS2-032
SH16977	SH16977	GS2-032
SH16978	SH16978	GS2-032
SH16979	SH16979	GS2-032
SH16980	SH16980	GS2-032
SH16983	SH16983	GS2-032
SH16984	SH16984	GS2-032
SH16985	SH16985	GS2-032
SH16986	SH16986	GS2-032
SH16988	SH16988	GS2-032
SH16989	SH16989	GS2-032
SH16990	SH16990	GS2-032
SH16991	SH16991	GS2-032
SH16992	SH16992	GS2-032
SH16993	SH16993	GS2-032
SH16995	SH16995	GS2-032
SH16997	SH16997	GS1-070
SH16998	SH16998	GS2-032
SH17000	SH17000	GS2-032
SH17001	SH17001	GS2-032
SH17002	SH17002	GS2-032
SH17003	SH17003	GS1-027
SH17004	SH17004	GS1-070
SH17005	SH17005	GS1-070
SH17006	SH17006	GS2-032
SH17007	SH17007	GS2-032
SH17008	SH17008	GS2-032
SH17009	SH17009	GS2-032
SH17010	SH17010	GS2-032
SH17011	SH17011	GS2-032
SH17013	SH17013	GS2-032
SH17014	SH17014	GS2-032
SH17015	SH17015	GS2-032
SH17016	SH17016	GS2-032
SH17018	SH17018	GS2-032
SH17019	SH17019	GS2-032
SH17021	SH17021	GS2-032
SH17022	SH17022	GS2-032
SH17023	SH17023	GS2-032
SH17024	SH17024	GS2-032
SH17026	SH17026	GS2-032
SH17027	SH17027	GS2-032
SH17028	SH17028	GS2-032
SH17029	SH17029	GS2-032
SH17030	SH17030	GS2-032
SH17031	SH17031	GS2-032
SH17032	SH17032	GS2-032
SH17033	SH17033	GS2-032
SH17034	SH17034	GS2-032
SH17035	SH17035	GS2-032
SH17036	SH17036	GS1-032
SH17038	SH17038	GS2-032
SH17039	SH17039	GS2-032
SH17040	SH17040	GS2-032
SH17041	SH17041	GS2-032
SH17042	SH17042	GS2-032
SH17043	SH17043	GS2-032
SH17044	SH17044	GS2-032
SH17045	SH17045	GS2-032
SH17046	SH17046	GS2-032
SH17047	SH17047	GS2-032
SH17050	SH17050	GS2-032
SH17052	SH17052	GS2-032
SH17053	SH17053	GS2-032
SH17055	SH17055	GS2-032
SH17056	SH17056	GS2-032
SH17057	SH17057	GS2-032
SH17058	SH17058	GS2-032
SH17059	SH17059	GS2-032
SH17060	SH17060	GS2-032
SH17062	SH17062	GS2-032
SH17063	SH17063	GS2-032
SH17064	SH17064	GS2-032
SH17071	SH17071	GS2-032
SH17072	SH17072	GS2-032
SH17073	SH17073	GS2-032
SH17075	SH17075	GS2-032
SH17076	SH17076	GS2-032
SH17079	SH17079	GS2-032
SH17080	SH17080	GS2-032
SH17082	SH17082	GS2-032
SH17083	SH17083	GS2-032
SH17084	SH17084	GS2-032
SH17085	SH17085	GS2-032
SH17086	SH17086	GS2-032
SH17089	SH17089	GS2-032
SH17094	SH17094	GS2-032
SH17095	SH17095	GS2-032
SH17100	SH17100	GS2-032
SH17102	SH17102	GS2-032
SH17103	SH17103	GS2-032
SH17104	SH17104	GS2-032
SH17105	SH17105	GS2-032
SH17106	SH17106	GS2-032
SH17107	SH17107	GS2-032
SH17108	SH17108	GS2-032
SH17110	SH17110	GS2-032
SH17118	SH17118	GS2-033
SH17120	SH17120	GS2-033
SH17259	SH17259	GS2-033
SH17263	SH17263	GS2-033
SH17265	SH17265	GS2-033
SH17266	SH17266	GS2-033
SH15215	SH15215	GS2-019
SH13054	SH13054	GS2-008
SH14955	SH14955	GS2-018-2
SH14963	SH14963	GS2-018-2
SH15155	SH15155	GS2-019
SH14958	SH14958	GS2-018-2
SH15207	SH15207	GS2-019
SH15171	SH15171	GS2-019
SH12069	SH12069	GS2-002
SH14629	SH14629	GS2-016-3
SH13323	SH13323	GS2-010
SH14960	SH14960	GS2-018-2
SH15143	SH15143	GS2-019
SH14742	SH14742	GS2-017
SH12962	SH12962	GS2-008
SH14962	SH14962	GS2-018-2
SH14549	SH14549	GS2-016-3
SH12966	SH12966	GS2-008
SH13519	SH13519	GS2-011
SH15170	SH15170	GS2-019
SH15167	SH15167	GS2-019
SH15145	SH15145	GS2-019
SH15141	SH15141	GS2-019
SH15006	SH15006	GS2-018-2
SH15115	SH15115	GS2-019
SH11846	SH11846	GS2-001
SH14994	SH14994	GS2-018-2
SH14917	SH14917	GS2-018-2
SH14967	SH14967	GS2-018-2
SH14703	SH14703	GS2-017
SH15212	SH15212	GS2-019
SH13000	SH13000	GS2-008
SH12557	SH12557	GS2-006
SH15788	SH15788	GS2-024
SH15161	SH15161	GS2-019
SH12216	SH12216	GS2-003
SH14870	SH14870	GS2-018-2
SH15148	SH15148	GS2-019
SH14992	SH14992	GS2-018-2
SH14867	SH14867	GS2-018-2
SH14968	SH14968	GS2-018-2
SH15166	SH15166	GS2-019
SH13003	SH13003	GS2-008
SH15002	SH15002	GS2-018-2
SH15189	SH15189	GS2-019
SH14989	SH14989	GS2-018-2
SH10724	SH10724	GS1-079-2
SH14556	SH14556	GS2-016-3
SH15202	SH15202	GS2-019
SH15187	SH15187	GS2-019
SH12159	SH12159	GS2-003
SH14959	SH14959	GS2-018-2
SH12968	SH12968	GS2-008
SH14875	SH14875	GS2-018-2
SH12973	SH12973	GS2-008
SH15144	SH15144	GS2-019
SH15214	SH15214	GS2-019
SH15153	SH15153	GS2-019
SH15181	SH15181	GS2-019
SH15209	SH15209	GS2-019
SH12160	SH12160	GS2-003
SH14925	SH14925	GS2-018-2
SH15056	SH15056	GS2-019
SH15225	SH15225	GS2-019
SH15095	SH15095	GS2-019
SH15139	SH15139	GS2-019
SH15146	SH15146	GS2-019
SH13114	SH13114	GS2-009
SH14948	SH14948	GS2-018-2
SH14554	SH14554	GS2-016-3
SH17065	SH17065	GS2-032
SH14698	SH14698	GS2-017
SH14552	SH14552	GS2-016-3
SH12193	SH12193	GS2-003
SH15185	SH15185	GS2-019
SH15066	SH15066	GS2-019
SH12975	SH12975	GS2-008
SH12917	SH12917	GS2-017
SH15152	SH15152	GS2-019
SH14039	SH14039	GS2-013
SH15007	SH15007	GS2-018-2
SH12969	SH12969	GS2-008
SH14861	SH14861	GS2-018-2
SH14970	SH14970	GS2-018-2
SH14899	SH14899	GS2-018-2
SH14996	SH14996	GS2-018-2
SH15142	SH15142	GS2-019
SH13256	SH13256	GS2-009
SH14748	SH14748	GS1-013
SH15230	SH15230	GS2-019
SH14938	SH14938	GS2-018-2
SH14880	SH14880	GS2-018-2
SH14557	SH14557	GS2-016-3
SH14956	SH14956	GS2-018-2
SH14911	SH14911	GS2-018-2
SH14927	SH14927	GS2-018-2
SH14876	SH14876	GS2-018-2
SH14985	SH14985	GS2-018-2
SH15190	SH15190	GS2-019
SH15044	SH15044	GS2-019
SH15217	SH15217	GS2-019
SH14991	SH14991	GS2-018-2
SH12047	SH12047	GS2-002
SH15168	SH15168	GS2-019
SH14983	SH14983	GS2-018-2
SH15069	SH15069	GS2-019
SH14516	SH14516	GS2-016-3
SH13440	SH13440	GS2-010
SH13704	SH13704	GS2-012
SH12649	SH12649	GS2-006
SH15113	SH15113	GS2-019
SH14965	SH14965	GS2-018-2
SH14366	SH14366	GS2-015-3
SH15030	SH15030	GS2-018-2
SH15140	SH15140	GS2-019
SH13374	SH13374	GS2-010
SH15178	SH15178	GS2-019
SH15005	SH15005	GS2-018-2
SH13719	SH13719	GS2-012
SH15064	SH15064	GS2-019
SH15220	SH15220	GS2-019
SH15080	SH15080	GS2-019
SH14507	SH14507	GS2-016-3
SH13541	SH13541	GS2-011
SH15068	SH15068	GS2-019
SH14972	SH14972	GS2-018-2
SH15011	SH15011	GS2-018-2
SH14571	SH14571	GS2-016-3
SH12992	SH12992	GS2-008
SH14891	SH14891	GS2-018-2
SH13575	SH13575	GS2-011
SH13700	SH13700	GS2-012
SH14016	SH14016	GS2-013
SH12735	SH12735	GS2-006
SH15162	SH15162	GS2-019
SH15131	SH15131	GS2-019
SH14952	SH14952	GS2-018-2
SH12178	SH12178	GS2-003
SH13032	SH13032	GS2-008
SH14978	SH14978	GS2-018-2
SH11923	SH11923	GS2-001
SH14850	SH14850	GS2-018-2
SH13102	SH13102	GS2-009
SH12995	SH12995	GS2-008
SH14881	SH14881	GS2-018-2
SH14038	SH14038	GS2-013
SH15118	SH15118	GS2-019
SH14964	SH14964	GS2-018-2
SH15136	SH15136	GS2-019
SH15218	SH15218	GS2-019
SH13073	SH13073	GS2-008
SH15157	SH15157	GS2-019
SH14982	SH14982	GS2-018-2
SH15023	SH15023	GS2-018-2
SH15021	SH15021	GS2-018-2
SH14935	SH14935	GS2-018-2
SH15174	SH15174	GS2-019
SH14933	SH14933	GS2-018-2
SH15179	SH15179	GS2-019
SH15192	SH15192	GS2-019
SH14995	SH14995	GS2-018-2
SH14871	SH14871	GS2-018-2
SH15090	SH15090	GS2-019
SH15122	SH15122	GS2-019
SH15042	SH15042	GS2-019
SH15191	SH15191	GS2-019
SH15046	SH15046	GS2-019
SH15058	SH15058	GS2-019
SH12976	SH12976	GS2-008
SH14904	SH14904	GS2-018-2
SH12571	SH12571	GS2-006
SH14915	SH14915	GS2-018-2
SH14884	SH14884	GS2-018-2
SH14971	SH14971	GS2-018-2
SH14895	SH14895	GS2-018-2
SH13694	SH13694	GS2-012
SH15106	SH15106	GS2-019
SH12741	SH12741	GS2-006
SH14919	SH14919	GS2-018-2
SH15024	SH15024	GS2-018-2
SH15196	SH15196	GS2-019
SH14901	SH14901	GS2-018-2
SH15208	SH15208	GS2-019
SH15022	SH15022	GS2-018-2
SH14873	SH14873	GS2-018-2
SH12918	SH12918	GS2-009
SH14893	SH14893	GS2-018-2
SH14851	SH14851	GS2-018-2
SH15063	SH15063	GS2-019
SH15049	SH15049	GS2-019
SH14558	SH14558	GS2-016-3
SH14957	SH14957	GS2-018-2
SH14631	SH14631	GS2-016-3
SH14966	SH14966	GS2-018-2
SH14262	SH14262	GS2-022
SH14930	SH14930	GS2-018-2
SH15027	SH15027	GS2-018-2
SH15127	SH15127	GS2-019
SH13036	SH13036	GS2-008
SH14275	SH14275	GS2-022
SH15125	SH15125	GS2-019
SH15070	SH15070	GS2-019
SH13740	SH13740	GS2-012
SH12958	SH12958	GS2-008
SH12155	SH12155	GS2-003
SH15017	SH15017	GS2-018-2
SH14553	SH14553	GS2-016-3
SH15227	SH15227	GS2-019
SH15019	SH15019	GS2-018-2
SH14877	SH14877	GS2-018-2
SH15078	SH15078	GS2-019
SH14560	SH14560	GS2-016-3
SH15092	SH15092	GS2-019
SH14921	SH14921	GS2-018-2
SH15154	SH15154	GS2-019
SH14932	SH14932	GS2-018-2
SH13055	SH13055	GS2-008
SH14977	SH14977	GS2-018-2
SH14512	SH14512	GS2-016-3
SH15013	SH15013	GS2-018-2
SH13510	SH13510	GS2-011
SH14923	SH14923	GS2-018-2
SH14860	SH14860	GS2-018-2
SH14883	SH14883	GS2-018-2
SH14980	SH14980	GS2-018-2
SH14907	SH14907	GS2-018-2
SH15116	SH15116	GS2-019
SH14979	SH14979	GS2-018-2
SH15038	SH15038	GS2-018-2
SH15010	SH15010	GS2-018-2
SH14934	SH14934	GS2-018-2
SH14715	SH14715	GS2-017
SH14999	SH14999	GS2-018-2
SH14104	SH14104	GS2-022
SH12202	SH12202	GS2-003
SH15048	SH15048	GS2-019
SH12961	SH12961	GS2-008
SH14890	SH14890	GS2-018-2
SH13057	SH13057	GS2-008
SH13766	SH13766	GS2-012
SH15014	SH15014	GS2-018-2
SH13572	SH13572	GS2-011
SH12142	SH12142	GS2-002
SH14885	SH14885	GS2-018-2
SH15012	SH15012	GS2-018-2
SH14879	SH14879	GS2-018-2
SH13767	SH13767	GS2-012
SH15072	SH15072	GS2-019
SH13508	SH13508	GS2-011
SH15008	SH15008	GS2-018-2
SH14577	SH14577	GS2-016-3
SH14928	SH14928	GS2-018-2
SH13347	SH13347	GS2-010
SH14789	SH14789	GS2-017
SH15156	SH15156	GS2-019
SH14945	SH14945	GS2-018-2
SH14922	SH14922	GS2-018-2
SH14974	SH14974	GS2-018-2
SH13696	SH13696	GS2-012
SH15186	SH15186	GS2-019
SH14896	SH14896	GS2-018-2
SH14941	SH14941	GS2-018-2
SH17070	SH17070	GS2-032
SH14909	SH14909	GS2-018-2
SH14865	SH14865	GS2-018-2
SH15158	SH15158	GS2-019
SH15216	SH15216	GS2-019
SH15026	SH15026	GS2-018-2
SH14902	SH14902	GS2-018-2
SH14961	SH14961	GS2-018-2
SH15020	SH15020	GS2-018-2
SH15119	SH15119	GS2-019
SH15000	SH15000	GS2-018-2
SH14940	SH14940	GS2-018-2
SH14976	SH14976	GS2-018-2
SH12158	SH12158	GS2-003
SH13312	SH13312	GS2-010
SH15059	SH15059	GS2-019
SH15004	SH15004	GS2-018-2
SH12750	SH12750	GS2-017
SH14892	SH14892	GS2-018-2
SH14993	SH14993	GS2-018-2
SH13472	SH13472	GS2-010
SH14872	SH14872	GS2-018-2
SH15034	SH15034	GS2-018-2
SH15073	SH15073	GS2-019
SH15086	SH15086	GS2-019
SH14878	SH14878	GS2-018-2
SH15031	SH15031	GS2-018-2
SH15055	SH15055	GS2-019
SH12930	SH12930	GS2-017
SH15089	SH15089	GS2-019
SH15029	SH15029	GS2-018-2
SH14916	SH14916	GS2-018-2
SH14920	SH14920	GS2-018-2
SH15180	SH15180	GS2-019
SH13220	SH13220	GS2-009
SH14854	SH14854	GS2-018-2
SH12015	SH12015	GS2-002
SH13757	SH13757	GS2-012
SH14973	SH14973	GS2-018-2
SH13693	SH13693	GS2-012
SH15074	SH15074	GS2-019
SH15018	SH15018	GS2-018-2
SH15107	SH15107	GS2-019
SH15052	SH15052	GS2-019
SH15045	SH15045	GS2-019
SH14853	SH14853	GS2-018-2
SH15079	SH15079	GS2-019
SH11797	SH11797	GS2-001
SH14998	SH14998	GS2-018-2
SH14874	SH14874	GS2-018-2
SH15028	SH15028	GS2-018-2
SH11798	SH11798	GS2-001
SH15130	SH15130	GS2-019
SH14946	SH14946	GS2-018-2
SH15009	SH15009	GS2-018-2
SH15138	SH15138	GS2-019
SH14888	SH14888	GS2-018-2
SH13773	SH13773	GS2-012
SH15071	SH15071	GS2-019
SH14910	SH14910	GS2-018-2
SH13687	SH13687	GS2-012
SH14988	SH14988	GS2-018-2
SH14906	SH14906	GS2-018-2
SH14931	SH14931	GS2-018-2
SH15077	SH15077	GS2-019
SH14866	SH14866	GS2-018-2
SH14990	SH14990	GS2-018-2
SH15128	SH15128	GS2-019
SH14926	SH14926	GS2-018-2
SH14914	SH14914	GS2-018-2
SH17017	SH17017	GS2-032
SH14929	SH14929	GS2-018-2
SH15051	SH15051	GS2-019
SH13495	SH13495	GS2-011
SH15091	SH15091	GS2-019
SH13223	SH13223	GS2-009
SH12960	SH12960	GS2-008
SH14162	SH14162	GS2-022
SH15129	SH15129	GS2-019
SH12805	SH12805	GS2-017
SH15135	SH15135	GS2-019
SH14903	SH14903	GS2-018-2
SH17087	SH17087	GS2-032
SH14868	SH14868	GS2-018-2
SH15120	SH15120	GS2-019
SH14986	SH14986	GS2-018-2
SH14908	SH14908	GS2-018-2
SH17048	SH17048	GS2-032
SH13739	SH13739	GS2-012
SH14864	SH14864	GS2-018-2
SH15076	SH15076	GS2-019
SH15081	SH15081	GS2-019
SH14969	SH14969	GS2-018-2
SH12126	SH12126	GS2-002
SH14863	SH14863	GS2-018-2
SH15033	SH15033	GS2-018-2
SH15193	SH15193	GS2-019
SH15016	SH15016	GS2-018-2
SH15134	SH15134	GS2-019
SH15182	SH15182	GS2-019
SH14124	SH14124	GS2-022
SH12562	SH12562	GS2-006
SH14898	SH14898	GS2-018-2
SH15050	SH15050	GS2-019
SH16982	SH16982	GS2-032
SH14947	SH14947	GS2-018-2
SH14950	SH14950	GS2-018-2
SH13162	SH13162	GS2-003
SH14981	SH14981	GS2-018-2
SH15102	SH15102	GS2-019
SH13313	SH13313	GS2-010
SH12633	SH12633	GS2-006
SH14852	SH14852	GS2-014
SH12131	SH12131	GS2-002
SH13521	SH13521	GS2-011
SH14905	SH14905	GS2-018-2
SH15067	SH15067	GS2-019
SH14942	SH14942	GS2-018-2
SH13708	SH13708	GS2-012
SH15133	SH15133	GS2-019
SH12720	SH12720	GS2-006
SH15065	SH15065	GS2-019
SH15032	SH15032	GS2-018-2
SH13215	SH13215	GS2-009
SH13761	SH13761	GS2-012
SH17091	SH17091	GS2-032
SH14559	SH14559	GS2-016-3
SH15232	SH15232	GS2-019
